id,symbol,market_cap,breakout_score,z_break,z_donch,dist_90,dist_180,dist_365,p365,vol_acc,vol_acc_7d,vol_acc_30d,break_vol_mult,donch_width,beta_btc,beta_eth,price_source,buzz_48h,buzz_7d,buzz_level,buzz_acc,mom_7d_pct,mom_30d_pct,volume_mc_ratio,ath_drawdown_pct,z_mom7,z_mom30,z_vmc,z_dd,beta_pen,score_global,score_segment,z_slope,z_volacc,z_buzz_level,z_buzz_acc,z_buzz_combined,early_score
lombard-staked-btc,LBTC,1004507002.0,1.1505601316178384,1.2806591936570269,0.8469956535263986,-25.882778549362484,,,25.301204819277107,1.0070255812954287,55490.28782575428,55103.156122779,1.0070255812954287,47.54454019903247,0.14838449445002272,0.12330366746942306,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.9320779595201385,0.0,0.0,0,0,0,0,0,0.38419775809710804
xdce-crowd-sale,XDC,900773951.0,0.6348088882607003,0.6292430224942934,0.6477959083823164,-38.24240111916571,-51.561097256857856,-51.561097256857856,0.423728813559322,0.9275129282019967,55010.99050825714,59310.21426827667,0.9275129282019967,61.92339373970348,-0.18776744787115365,-0.08855789475194815,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0.18877290674828803
render-token,RENDER,878032197.0,-0.2927515535628525,-0.4396426052813285,0.04999423378025823,-58.52286622646125,-63.06620209059233,-82.35722459169874,1.9178082191780823,0.5003106539157257,343326.2300671428,686226.1024826667,0.5003106539157257,161.11111111111111,1.9217720072316755,1.1021258951933777,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.13189278158439854
bonk,BONK,821215678.0,-0.4689202888855859,-0.6149027967639333,-0.12829443716944194,-61.84815950920246,-74.24948240165632,-74.72052845528457,5.47945205479452,0.6623508076687398,1487718.94853935,2246119.324253017,0.6623508076687398,199.77011494252875,2.16339902040277,1.2634366684057148,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.18447083902918
pudgy-penguins,PENGU,788517788.0,-0.7755519752150671,-0.8885800396198368,-0.5118198249372716,-67.04076536914869,-70.92308762492175,-70.92308762492175,41.340782122905026,0.9775742333352719,4381038.669944643,4481540.654971527,0.9775742333352719,289.466680315283,0.002266707733659127,-0.09728143585771827,mexc,0.0,0.10650901599737941,0.10650901599737941,0.0,,,,,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,-0.26657401188595103
story-2,IP,729794946.0,-1.7396764681066115,-1.772902856806186,-1.6621482278076043,-83.81943426645171,-83.81943426645171,,3.3057851239669422,0.9767076852414517,54511.05415285715,55811.02204533333,0.9767076852414517,554.484412470024,-0.18014665882818848,-0.018762658342257425,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,-0.5318708570418558
morpho,MORPHO,690293912.0,0.3049852880394416,0.2473311099676204,0.4395117035403579,-45.48859380320055,-52.201821167338416,-67.32819754094179,13.150684931506849,0.6198994277571989,372677.77866171434,601190.7125161666,0.6198994277571989,95.88161734055858,1.7116091085381806,1.1387858248191736,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,0.07419933299028611
fetch-ai,FET,676996674.0,-0.5039411131762624,-0.6201885782471596,-0.2326970280108358,-61.94844910441242,-68.92984542211653,-85.64285714285714,6.8493150684931505,0.3443835083806432,1207817.5582411427,3507187.5651669,0.3443835083806432,228.5645933014354,1.8267261745782493,1.105206455324616,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.18605657347414786
optimism,OP,637739337.0,-0.3649868959456682,-0.49343759021159933,-0.06526860932516217,-59.54354354354354,-61.4292258360055,-86.88167017215859,5.205479452054795,0.7394807398398823,381200.75710185716,515497.88461616664,0.7394807398398823,189.86768802228414,1.722750272821025,1.1467485546678935,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.1480312770634798
ultima,ULTIMA,622089720.0,0.9254016432240275,1.1920566159450752,0.3032067068749165,-27.563876544330455,-28.427392232681512,-72.29036442451766,37.26027397260274,1.1112046020509143,1639816.1800548572,1475710.3930529999,1.1112046020509143,193.66036188425858,0.23851405374376144,0.05664848812385935,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.9262093645330948,0.0,0.0,0,0,0,0,0,0.35761698478352255
aerodrome-finance,AERO,600955277.0,0.07525402955714768,-0.010841337039832057,0.27614321828343374,-50.387019946412615,-55.554073876516874,-68.42254855518712,28.45303867403315,0.434164876425954,145939.7067937143,336138.90647970006,0.434164876425954,125.13404825737263,0.07472558090219145,-0.012052798704821099,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.9843318044506574,0.0,0.0,0,0,0,0,0,-0.003252401111949617
beldex,BDX,599786205.0,1.9874840746015217,2.3360848572469717,1.174082248428805,-5.857695614789337,-5.857695614789337,-5.857695614789337,98.08219178082192,0.8223586662102116,725432.7689963571,882136.7109067733,0.8223586662102116,23.03623380058184,0.07720778574824248,0.03630877893596304,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.9716208588289487,0.0,0.0,0,0,0,0,0,0.7008254571740915
spx6900,SPX,597992978.0,-0.42194333031018727,-0.49083422780042446,-0.2611979028329671,-59.49414873537183,-70.01397298556125,-70.01397298556125,26.84931506849315,0.6721113816391958,520856.42194971436,774955.5150805668,0.6721113816391958,244.69746258945997,2.799922691507293,1.677978163524912,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.14725026834012733
curve-dao-token,CRV,583429757.0,0.03236188589705015,-0.0635929223280976,0.2562564384223949,-51.387900355871885,-62.6911871813547,-62.6911871813547,5.084745762711865,0.6776110740034413,337596.6543902857,498215.9639093667,0.6776110740034413,127.34627831715208,-0.35851078311672496,-0.2480364753638583,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,-0.01907787669842928
injective-protocol,INJ,581444477.0,-0.3866828219545696,-0.5317978390670571,-0.04808111535876551,-60.27137042062416,-63.85854471394185,-71.79190751445087,4.0625,0.6827676698966127,190466.00925000012,278961.66975633334,0.6827676698966127,182.64621284755515,0.041177589595109546,0.056937231778989086,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.9754712946564753,0.0,0.0,0,0,0,0,0,-0.15953935172011713
myx-finance,MYX,580279039.0,-1.9692604024295903,-1.7096401512702302,-2.5750409884680976,-82.61912147444139,-82.61912147444139,,79.81651376146789,0.9538601503735094,53877.45660584286,56483.60148471,0.9538601503735094,813.1865065366532,0.054040689559260995,-0.480045319792851,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,-0.512892045381069
blockstack,STX,579749029.0,-0.13283320727010534,-0.24908222442470002,0.13841449942394896,-54.90727532097004,-64.99446290143965,-87.11373827965755,3.5616438356164384,0.7653067105472545,351341.5959867149,459085.9993054,0.7653067105472545,148.49344204182913,1.7702561758350226,0.9987376297640602,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.07472466732741
virtual-protocol,VIRTUAL,572051768.0,-0.032620453601915914,-0.10283281383935156,0.13120838695210058,-52.13241710296683,-54.7157156124239,-81.00853609719682,19.45205479452055,0.7875453834212366,929206.5961021428,1179876.8879394669,0.7875453834212366,159.75350616234593,2.41973626583803,1.478711777266847,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.030849844151805465
lido-dao,LDO,566313479.0,-0.01437243341449318,-0.11478709694489467,0.2199284481564436,-52.35923128692141,-58.68084830404048,-73.20857863751051,3.287671232876712,1.0715842660563684,1014619.6377927143,946840.7384579333,1.0715842660563684,134.244175862673,1.936650671716374,1.318126367521238,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.0344361290834684
starknet,STRK,546589675.0,-0.09855311225456165,-0.2134837658416094,0.16961841278188314,-54.231849177697555,-54.231849177697555,-82.73305084745763,7.9452054794520555,0.10829013158460195,1681911.0512491409,15531526.5263589,0.10829013158460195,142.0388349514563,1.651489575948744,1.0390277912000534,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.06404512975248282
celestia,TIA,536095936.0,-0.6749650775859888,-0.8350269746173049,-0.30148731784625143,-66.02467811158799,-71.76549264378065,-91.2200194093997,3.8356164383561646,0.8044073612187965,1758871.3944505712,2186543.1362856003,0.8044073612187965,234.16995338831126,1.7411710904389612,1.1143225696921237,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.25050809238519145
tezos,XTZ,531132385.0,0.6551841539973957,0.6665537614213202,0.628655070008239,-37.53448708301982,-53.56143949282119,-66.86402341671102,4.931506849315069,0.7055942186993553,304474.277312,431514.6995864667,0.7055942186993553,69.62348436502872,1.2716261006417413,0.8112626322306413,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,0.19996612842639605
ether-fi,ETHFI,527705493.0,-0.050466912275686907,-0.11169763558788866,0.09240477545278383,-52.30061349693251,-52.30061349693251,-69.08768193113242,26.027397260273972,0.6389810748564209,1158103.6792724286,1812422.5033310333,0.6389810748564209,170.01922792486317,2.127781115312361,1.4232373443559885,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.0335092906763666
telcoin,TEL,507756638.0,1.2400633742775193,1.5399965422756203,0.540219315615284,-20.962250185048113,-23.499068634474853,-56.17663957974226,55.342465753424655,0.4460795512300204,209051.90750514137,468642.6601010993,0.4460795512300204,149.5382342076099,2.01886060842618,1.10808601514532,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,0.4619989626826861
the-graph,GRT,499503965.0,-0.036515163490997746,-0.15874037485667336,0.24867699636224536,-53.19317731059103,-59.20484010371651,-83.54827466016033,1.643835616438356,0.7881921997912354,528338.6326702714,670317.00238877,0.7881921997912354,123.44338577442939,1.6334362694223157,1.0149009201156494,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.04762211245700201
doublezero,2Z,471501265.0,-1.3729289254224875,-1.4382282453554034,-1.220563845579017,-77.46949690790574,,,27.536231884057973,1.2693812513790963,392776.06699014705,309423.24582423334,1.2693812513790963,452.44690674053567,0.6782760997156593,0.2569991713376061,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.7661811822366836,0.0,0.0,0,0,0,0,0,-0.431468473606621
kaia,KAIA,467735674.0,0.06907415125658814,-0.033143962618083674,0.3075830836308224,-50.81017805434047,-61.95558944057944,-73.42033424329183,3.5616438356164384,1.002439180844708,55026.192218085715,54892.29997147333,1.002439180844708,114.95166203151905,1.3450586616622437,0.7892454660757604,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.009943188785425102
iota,IOTA,444474346.0,0.22778910245362516,0.15924872860839565,0.38771664142582735,-47.159821870361206,-55.798841059602644,-74.64624881291549,2.4657534246575343,0.775548731285823,484072.0145582143,624167.1155281833,0.775548731285823,104.76190476190479,1.715782327786076,0.9980515280311227,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,0.04777461858251869
ethereum-name-service,ENS,443119472.0,-0.06170933135698352,-0.1763330299844789,0.20574596544050566,-53.526970954356855,-62.62114113343175,-75.49491931920981,4.10958904109589,0.48246145570875415,153719.5087085714,318615.1077763334,0.48246145570875415,134.3086846779471,1.7695531046646988,1.1393034724586095,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.052899908995343664
newton-project,AB,428189891.0,0.3887049448480223,0.3316127339239909,0.5219201036707624,-43.88947927736451,-69.88974781396527,-72.05844911456683,12.32876712328767,0.7351260510888574,51487.855877559996,70039.492956748,0.7351260510888574,78.21969696969697,-0.15289871628118645,-0.20385049577513129,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0.09948382017719726
trust-wallet-token,TWT,422831354.0,0.6034207091024715,0.6536164092709097,0.4862974087094491,-37.77995349406438,-37.77995349406438,-37.77995349406438,63.013698630136986,0.7902554414177487,268951.08176657144,340334.3623728333,0.7902554414177487,108.52366977159629,0.9790882840349067,0.6096486865677814,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.602815757349328,0.0,0.0,0,0,0,0,0,0.1960849227812729
bittorrent,BTT,415881268.0,0.7443878692652893,0.7784576879146392,0.66489162575014,-35.41128173939486,-42.8263795423957,-68.8128624917407,6.027397260273973,0.9347449917998649,71455.34217717484,76443.67480331352,0.9347449917998649,66.59067882472137,0.9343054590397029,0.5694807893167688,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.6240534379108821,0.0,0.0,0,0,0,0,0,0.23353730637439174
bitcoin-cash-sv,BSV,410769535.0,1.0655207297553917,1.162136727414042,0.8400834018852081,-28.13156053184045,-37.33984136668701,-69.53878095803056,2.191780821917808,0.6618804676631852,250211.57108938572,378031.3565873533,0.6618804676631852,41.97714853452559,1.2925474031907658,0.7603801199461483,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,0.34864101822421256
pyth-network,PYTH,403721467.0,-0.42038924155672663,-0.5927883301281988,-0.018124701556625065,-61.42857142857143,-69.57087126137841,-85.78947368421052,1.643835616438356,0.6710037723574577,369680.8680297142,550937.0934397334,0.6710037723574577,170.43090638930164,1.8023844956017165,1.0847517893492429,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.17783649903845963
basic-attention-token,BAT,402186665.0,2.0117256033259294,2.4844086982992897,0.908798381721422,-3.04347826086957,-3.04347826086957,-9.472259810554796,96.43835616438356,0.8540763982935328,1653417.5708650001,1935912.9630189666,0.8540763982935328,106.43231114435304,1.4520866272397905,0.8705109844174964,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,0.7453226094897869
conflux-token,CFX,395638832.0,-0.30671076678342396,-0.45462203530338435,0.03841552642981697,-58.80707793255526,-66.57647828933013,-66.57647828933013,15.616438356164384,0.34364070413221254,391397.2922333286,1138972.44280684,0.34364070413221254,163.3942484771214,1.598418051973194,1.1085394338984385,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.5,0.0,0.0,0,0,0,0,0,-0.1363866105910153
sun-token,SUN,394228521.0,0.6829068669758028,0.6912184957420863,0.6635130665211416,-37.06651158519788,-37.06651158519788,-37.06651158519788,51.78082191780822,0.6118779404349289,486750.4332640472,795502.5031921564,0.6118779404349289,61.45787002718062,0.5010254580236583,0.319509839336238,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.7948661756600259,0.0,0.0,0,0,0,0,0,0.2073655487226259
decred,DCR,393944249.0,0.12642347566265807,0.14437037219404328,0.08454738375609264,-47.44211585979683,-47.44211585979683,-47.44211585979683,93.15068493150685,0.3895355977117606,746302.5795042857,1915877.7372036667,0.3895355977117606,188.4064665127021,0.9799766843887127,0.5557276454384504,mexc,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0.6160739175432093,0.0,0.0,0,0,0,0,0,0.043311111658212983
